DatensatzID;Gebietsname;Land;Provinz;Autokennzeichen;Koordinate E;Koordinate N;Datum;Uhrzeit_von;Uhrzeit_bis;Temperatur;Wind;Bewölkung;Regen;Bemerkung (allg.);Artengruppe;Taxonom. Ordnungsnr.;ArtID;Gattung;Art;Trivialname;+/-;Anzahl;Geschlecht;Alter;Beobachtung;Bemerkung;Punktverortung E;Punktverortung N;Uhrzeit;TK25;Best.unsicher;Beob.gesperrt;Belegbildlink;Gebietslink
16726351480;Biotop Hürth Sielsdorf;DE;NRW;BM;6,85491;50,90391;06.08.2022;;;;;;;;Saeuger;;763153389;Erinaceus;europaeus;Westeuropäischer Igel;;1;;;verletzt/krank;Sterbend  ;0,00000;0,00000;;5007/3;nein;nein;;https://naturgucker.de/?gebiet=-912713277
